store_id,format,region,monthly_sales
113,Wholesale,East,21730
114,Modern Trade,South,40025
115,Convenience,West,35607
116,Wholesale,South,17528
117,Kirana,West,48860
118,Modern Trade,North,22464
119,Wholesale,East,33666
120,Kirana,South,47321
121,Wholesale,South,23361
122,Kirana,West,58318
123,Modern Trade,West,65838
124,Convenience,South,18123
125,Kirana,West,22330
126,Wholesale,South,14092
127,Modern Trade,South,33094
128,Kirana,South,41904
129,Wholesale,North,25241
130,Wholesale,West,41049
131,Wholesale,East,21838
132,Kirana,East,22437
133,Kirana,West,43503
134,Kirana,South,23692
135,Convenience,East,31730
136,Kirana,East,44633
137,Kirana,West,40612
138,Kirana,East,22099
139,Convenience,South,70451
140,Kirana,West,50363
141,Wholesale,South,40029
142,Kirana,East,12364
143,Wholesale,East,36270
144,Wholesale,South,19636
145,Wholesale,North,47787
146,Convenience,East,606
147,Convenience,North,27143
148,Convenience,East,21282
149,Kirana,North,58469
150,Wholesale,North,4685
151,Convenience,North,34522
152,Convenience,South,49928
153,Kirana,North,107925
154,Convenience,North,22377
155,Kirana,North,42432
156,Modern Trade,East,5083
157,Convenience,North,33190
158,Modern Trade,East,73961
159,Kirana,North,108614
160,Wholesale,North,45387
161,Convenience,South,7000
162,Kirana,East,82014
163,Wholesale,North,7072
164,Wholesale,East,11213
165,Modern Trade,East,86698
166,Kirana,West,31354
167,Wholesale,South,20304
168,Convenience,South,54824
169,Convenience,South,37758
170,Modern Trade,West,69521
171,Wholesale,West,39074
172,Kirana,South,39743
173,Convenience,West,67853
174,Wholesale,West,31021
175,Wholesale,West,15264
176,Modern Trade,South,57041
177,Convenience,South,26353
178,Convenience,South,41423
179,Kirana,West,3797
180,Convenience,South,30037
181,Kirana,West,21557
182,Convenience,North,3640
183,Modern Trade,West,30786
184,Convenience,East,31605
185,Kirana,South,43642
186,Kirana,South,73124
187,Modern Trade,East,65300
188,Convenience,West,22858
189,Convenience,North,38361
190,Modern Trade,East,48266
191,Convenience,East,23412
192,Convenience,West,7823
193,Kirana,South,28235
194,Convenience,West,75202
195,Convenience,East,7407
196,Modern Trade,East,13826
197,Modern Trade,South,16772
198,Wholesale,South,13977
199,Kirana,South,54994
200,Convenience,West,19569
201,Convenience,South,56029
202,Wholesale,East,34492
203,Convenience,East,5523
204,Kirana,North,23843
205,Wholesale,West,66636
206,Kirana,North,37484
207,Wholesale,East,25377
208,Wholesale,North,75811
209,Modern Trade,East,12546
210,Kirana,North,20200
211,Convenience,South,62410
212,Convenience,North,54203
213,Kirana,South,11537
214,Convenience,South,47100
215,Convenience,West,19289
216,Kirana,South,3400
217,Wholesale,South,25792
218,Kirana,North,113190
219,Wholesale,East,67425
220,Convenience,West,32125
221,Convenience,South,6898
222,Convenience,West,3556
223,Modern Trade,North,34575
224,Wholesale,South,44897
225,Modern Trade,North,55444
226,Modern Trade,West,51055
227,Kirana,North,54162
228,Modern Trade,West,40997
229,Kirana,North,74709
230,Kirana,West,21520
231,Modern Trade,East,34177
232,Wholesale,North,5551
233,Wholesale,North,21129
234,Wholesale,East,66167
235,Wholesale,East,52950
236,Wholesale,North,1942
237,Modern Trade,East,118746
238,Modern Trade,South,37557
239,Convenience,West,38093
240,Wholesale,West,19980
241,Modern Trade,West,23945
242,Convenience,South,37242
243,Wholesale,East,50845
244,Kirana,East,42429
245,Convenience,North,21384
246,Modern Trade,East,15067
247,Kirana,North,14121
248,Kirana,South,69720
249,Kirana,West,64083
250,Convenience,West,47565
251,Modern Trade,West,69377
252,Kirana,East,30205
253,Wholesale,North,60330
254,Kirana,North,49341
255,Kirana,South,61460
256,Convenience,East,12793
257,Convenience,South,40568
258,Modern Trade,North,25070
259,Wholesale,North,2599
260,Convenience,West,77390
261,Kirana,East,64206
262,Modern Trade,North,43223
263,Kirana,West,15940
264,Kirana,East,5252
265,Convenience,South,2543
266,Modern Trade,East,20995
267,Wholesale,East,54722
268,Wholesale,North,25290
269,Convenience,North,47986
270,Convenience,East,49710
271,Modern Trade,North,54162
272,Wholesale,North,4165
273,Wholesale,North,17286
274,Wholesale,West,47351
275,Kirana,West,88836
276,Wholesale,East,72701
277,Kirana,North,41592
278,Modern Trade,West,77946
279,Kirana,East,41358
280,Modern Trade,North,7178
281,Wholesale,South,53516
282,Wholesale,North,74405
283,Modern Trade,North,107514
284,Convenience,West,20488
285,Modern Trade,East,11503
286,Convenience,East,60452
287,Kirana,West,45323
288,Kirana,North,42394
289,Kirana,South,78683
290,Wholesale,North,60288
291,Kirana,North,48446
292,Convenience,South,22788
293,Kirana,West,56932
294,Modern Trade,East,11025
295,Modern Trade,West,41271
296,Wholesale,West,32465
297,Modern Trade,North,6785
298,Convenience,East,45418
299,Kirana,East,20527
300,Wholesale,West,44621
301,Kirana,South,14218
302,Kirana,West,60707
303,Convenience,South,98108
304,Modern Trade,East,11030
305,Modern Trade,West,14200
306,Kirana,North,9187
307,Wholesale,West,28106
308,Modern Trade,East,44121
309,Wholesale,North,54528
310,Modern Trade,North,40673
311,Wholesale,South,53364
312,Convenience,North,31570
313,Wholesale,North,20319
314,Convenience,West,14542
315,Convenience,East,28947
316,Wholesale,South,14883
317,Convenience,West,43161
318,Kirana,North,15110
319,Convenience,North,22260
320,Modern Trade,South,69479
321,Wholesale,East,74032
322,Kirana,South,72468
323,Wholesale,West,31981
324,Modern Trade,South,21035
325,Modern Trade,North,48009
326,Modern Trade,West,15407
327,Convenience,North,56413
328,Convenience,East,19432
329,Wholesale,North,27996
330,Wholesale,North,57290
331,Kirana,South,4957
332,Kirana,North,20161
333,Wholesale,West,43835
334,Convenience,West,50811
335,Modern Trade,East,45097
336,Wholesale,West,27716
337,Kirana,South,61330
338,Convenience,East,14093
339,Wholesale,West,13527
340,Wholesale,South,43524
341,Convenience,West,12633
342,Wholesale,West,100334
343,Convenience,North,20664
344,Modern Trade,West,60544
345,Convenience,West,10603
346,Convenience,South,86641
347,Convenience,South,33700
348,Wholesale,North,20184
349,Wholesale,West,26190
350,Convenience,North,17487
351,Wholesale,West,27934
352,Kirana,East,11244
353,Kirana,East,20744
354,Wholesale,North,59746
355,Wholesale,North,39040
356,Convenience,North,13827
357,Modern Trade,South,28705
358,Wholesale,South,74604
359,Kirana,South,22818
360,Convenience,North,12503
361,Wholesale,West,49505
362,Kirana,East,2826
363,Kirana,North,26668
364,Modern Trade,South,79025
365,Convenience,South,28062
366,Convenience,North,63871
367,Modern Trade,North,12339
368,Modern Trade,South,27203
369,Convenience,West,25192
370,Convenience,South,47629
371,Wholesale,South,35116
372,Wholesale,North,86146
373,Modern Trade,West,21777
374,Wholesale,South,34797
375,Kirana,South,25960
376,Wholesale,East,32906
377,Wholesale,North,30675
378,Kirana,East,15271
379,Modern Trade,East,57496
380,Kirana,South,18904
381,Wholesale,North,17764
382,Modern Trade,West,7240
383,Wholesale,South,21258
384,Kirana,West,18692
385,Kirana,West,3666
386,Wholesale,North,27840
387,Convenience,East,83598
388,Convenience,North,8754
389,Kirana,West,32449
390,Kirana,South,27317
391,Convenience,West,52271
392,Convenience,South,54995
393,Wholesale,South,125673
394,Wholesale,North,40099
395,Convenience,West,16613
396,Wholesale,East,20759
397,Wholesale,West,22585
398,Modern Trade,West,19359
399,Wholesale,East,97472
400,Kirana,North,53172
401,Wholesale,West,47335
402,Wholesale,West,12838
403,Convenience,South,54611
404,Kirana,West,70814
405,Wholesale,East,27711
406,Wholesale,South,20555
407,Modern Trade,North,87568
408,Wholesale,South,18338
409,Wholesale,East,16713
410,Modern Trade,East,14328
411,Convenience,South,31243
412,Wholesale,North,40012
413,Modern Trade,South,64423
414,Kirana,North,48873
415,Convenience,South,48317
416,Kirana,East,78170
417,Kirana,West,13708
418,Modern Trade,West,8210
419,Wholesale,North,50574
420,Modern Trade,North,30120
421,Modern Trade,North,64582
422,Modern Trade,East,32343
423,Modern Trade,South,19964
424,Convenience,East,51092
425,Wholesale,West,35476
426,Kirana,North,32364
427,Kirana,South,140847
428,Wholesale,West,74213
429,Kirana,West,55697
430,Wholesale,West,36304
431,Kirana,East,34015
432,Modern Trade,North,26094
433,Kirana,West,39072
434,Wholesale,North,22245
435,Wholesale,East,11094
436,Wholesale,West,32062
437,Wholesale,East,41424
438,Wholesale,East,64685
439,Convenience,North,16799
440,Convenience,West,34219
441,Kirana,East,48606
442,Wholesale,West,47844
443,Kirana,North,94286
444,Wholesale,East,26501
445,Wholesale,North,15565
446,Convenience,West,35923
447,Convenience,West,27606
448,Modern Trade,North,23893
449,Convenience,South,21345
450,Modern Trade,East,41544
451,Modern Trade,West,18935
452,Modern Trade,West,55663
453,Modern Trade,East,53867
454,Modern Trade,North,44270
455,Kirana,North,13686
456,Convenience,North,40201
457,Modern Trade,South,67603
458,Wholesale,South,58426
459,Convenience,West,52935
460,Convenience,North,33836
461,Modern Trade,East,32712
462,Kirana,West,75017
463,Modern Trade,East,41071
464,Kirana,West,41442
465,Wholesale,South,167082
466,Convenience,West,26049
467,Wholesale,South,3251
468,Kirana,West,29128
469,Kirana,North,30460
470,Wholesale,East,40633
471,Kirana,North,47528
472,Wholesale,West,4084
473,Convenience,West,48213
474,Wholesale,West,31873
475,Convenience,South,26999
476,Wholesale,East,6775
477,Kirana,East,85436
478,Wholesale,West,23634
479,Kirana,West,53424
480,Wholesale,South,16586
481,Wholesale,North,41915
482,Modern Trade,North,27337
483,Kirana,East,52306
484,Modern Trade,South,26625
485,Kirana,West,15919
486,Modern Trade,East,32971
487,Convenience,South,31742
488,Wholesale,North,39958
489,Kirana,South,63316
490,Kirana,North,12900
491,Wholesale,South,61173
492,Kirana,East,11127
493,Kirana,North,50932
494,Modern Trade,East,52032
495,Kirana,East,22641
496,Convenience,North,17330
497,Convenience,North,16547
498,Wholesale,West,35326
499,Kirana,West,54354
500,Wholesale,West,29808
501,Convenience,East,2793
502,Kirana,East,21446
503,Kirana,West,20829
504,Wholesale,East,47305
505,Convenience,East,49010
506,Kirana,North,37327
507,Wholesale,North,61249
508,Convenience,East,64323
509,Wholesale,West,22496
510,Modern Trade,South,16229
511,Kirana,West,31412
512,Modern Trade,South,37273
513,Convenience,West,21588
514,Modern Trade,North,192605
515,Modern Trade,East,82228
516,Convenience,East,19970
517,Wholesale,North,13402
518,Modern Trade,South,18654
519,Wholesale,South,65087
520,Modern Trade,South,66140
521,Wholesale,North,82880
522,Convenience,South,15813
523,Modern Trade,North,47175
524,Convenience,West,17113
525,Modern Trade,West,94554
526,Convenience,North,16294
527,Convenience,East,10723
528,Modern Trade,West,12714
529,Modern Trade,South,33080
530,Modern Trade,North,53830
531,Kirana,South,51480
532,Wholesale,South,13221
533,Kirana,East,24595
534,Kirana,South,22086
535,Convenience,East,11540
536,Modern Trade,West,21663
537,Wholesale,North,80596
538,Convenience,South,10097
539,Kirana,North,39095
540,Modern Trade,South,81804
541,Convenience,North,79093
542,Modern Trade,South,97386
543,Convenience,South,41852
544,Modern Trade,South,46271
545,Kirana,South,21994
546,Wholesale,South,9882
547,Kirana,South,29770
548,Wholesale,South,70419
549,Modern Trade,South,2729
550,Convenience,South,22816
551,Kirana,North,49424
552,Wholesale,East,33415
553,Kirana,South,76245
554,Wholesale,East,65688
555,Kirana,South,8677
556,Wholesale,South,35518
557,Wholesale,North,17845
558,Modern Trade,West,17649
559,Wholesale,West,9384
560,Modern Trade,North,39928
561,Wholesale,East,77287
562,Convenience,West,42505
563,Convenience,North,8791
564,Convenience,North,32021
565,Wholesale,West,48083
566,Modern Trade,East,30249
567,Modern Trade,North,41967
568,Wholesale,South,19108
569,Convenience,East,27610
570,Convenience,East,26294
571,Modern Trade,West,86673
572,Convenience,West,13487
573,Kirana,South,3275
574,Modern Trade,North,83096
575,Convenience,West,36414
576,Modern Trade,West,10983
577,Kirana,East,61884
578,Modern Trade,West,50148
579,Modern Trade,West,95920
580,Modern Trade,West,38558
581,Modern Trade,West,141099
582,Kirana,East,30456
583,Wholesale,South,50213
584,Modern Trade,South,55282
585,Modern Trade,North,23545
586,Convenience,West,22943
587,Modern Trade,East,56061
588,Convenience,North,10070
589,Wholesale,North,17742
590,Kirana,South,29811
591,Kirana,East,93976
592,Wholesale,East,56087
593,Kirana,East,35351
594,Wholesale,South,21789
595,Wholesale,South,118752
596,Wholesale,South,31860
597,Kirana,South,17727
598,Convenience,South,133469
599,Wholesale,West,10539
600,Modern Trade,West,78878
601,Kirana,East,33709
602,Wholesale,North,55994
603,Wholesale,East,49258
604,Modern Trade,North,55439
605,Convenience,South,141251
606,Convenience,North,127569
607,Convenience,East,18560
608,Wholesale,East,47952
609,Wholesale,North,5950
610,Wholesale,West,59611
611,Kirana,South,69342
612,Modern Trade,South,3338
613,Wholesale,East,32768
614,Modern Trade,West,55924
615,Modern Trade,North,43247
616,Convenience,South,10755
617,Kirana,West,11952
618,Wholesale,South,29883
619,Convenience,West,23543
620,Convenience,West,25405
621,Wholesale,East,9313
622,Modern Trade,South,34151
623,Convenience,North,94453
624,Modern Trade,East,11219
625,Kirana,East,27977
626,Modern Trade,North,51678
627,Kirana,East,7143
628,Modern Trade,West,34411
629,Convenience,West,67924
630,Convenience,South,13698
631,Kirana,South,36968
632,Wholesale,North,64623
633,Kirana,South,136592
634,Kirana,West,35564
635,Modern Trade,North,18095
636,Modern Trade,North,18229
637,Kirana,South,8763
638,Convenience,West,99532
639,Modern Trade,North,61965
640,Wholesale,West,11949
641,Modern Trade,West,17195
642,Modern Trade,West,35122
643,Wholesale,South,67577
644,Kirana,East,48037
645,Wholesale,East,44772
646,Kirana,North,38816
647,Kirana,West,12586
648,Kirana,South,35471
649,Wholesale,West,32314
650,Kirana,West,8633
651,Convenience,South,97896
652,Wholesale,East,20313
653,Convenience,West,8884
654,Kirana,West,23292
655,Modern Trade,East,27114
656,Kirana,South,31568
657,Convenience,North,26753
658,Convenience,East,32966
659,Wholesale,North,37347
660,Modern Trade,North,35924
661,Wholesale,East,44534
662,Convenience,West,46470
663,Kirana,North,47310
664,Modern Trade,North,55919
665,Kirana,South,18462
666,Kirana,West,19048
667,Modern Trade,North,67788
668,Wholesale,South,23881
669,Kirana,West,30226
670,Convenience,East,28168
671,Kirana,East,133387
672,Modern Trade,South,15816
673,Modern Trade,East,15549
674,Modern Trade,North,33054
675,Wholesale,West,28801
676,Kirana,North,11839
677,Wholesale,North,31015
678,Wholesale,East,33749
679,Modern Trade,North,21949
680,Modern Trade,East,29594
681,Wholesale,West,17207
682,Kirana,West,11867
683,Convenience,North,23733
684,Wholesale,South,13675
685,Kirana,East,9755
686,Modern Trade,East,4729
687,Modern Trade,North,39304
688,Kirana,East,23086
689,Convenience,East,68060
690,Modern Trade,South,24686
691,Modern Trade,South,39164
692,Modern Trade,North,19472
693,Kirana,South,32278
694,Wholesale,North,4774
695,Modern Trade,West,23445
696,Wholesale,North,15907
697,Convenience,West,63402
698,Modern Trade,North,37343
699,Modern Trade,East,57457
700,Convenience,South,73144
701,Modern Trade,West,21902
702,Wholesale,North,36178
703,Kirana,South,12521
704,Wholesale,North,43531
705,Kirana,South,48123
706,Kirana,South,41425
707,Wholesale,North,21881
708,Wholesale,West,103914
709,Wholesale,West,33682
710,Wholesale,East,12591
711,Convenience,South,51357
712,Modern Trade,East,64689
713,Kirana,East,12826
714,Wholesale,North,27129
715,Wholesale,North,8701
716,Wholesale,North,75023
717,Convenience,South,30769
718,Wholesale,North,15970
719,Wholesale,North,65258
720,Wholesale,South,32991
721,Modern Trade,South,59281
722,Convenience,West,45520
723,Wholesale,North,14098
724,Kirana,North,21272
725,Kirana,North,16365
726,Kirana,West,11792
727,Convenience,North,6501
728,Convenience,West,117576
729,Kirana,East,40874
730,Wholesale,West,45316
731,Convenience,East,70230
732,Kirana,North,21093
733,Kirana,East,9371
734,Wholesale,West,55744
735,Modern Trade,South,10961
736,Convenience,East,54832
737,Wholesale,East,7957
738,Kirana,North,10204
739,Kirana,West,19369
740,Wholesale,East,53410
741,Convenience,East,95034
742,Modern Trade,East,45264
743,Modern Trade,East,20023
744,Kirana,South,62799
745,Convenience,West,7704
746,Modern Trade,North,14802
747,Convenience,North,35430
748,Convenience,South,57016
749,Kirana,West,28231
750,Modern Trade,East,25894
751,Wholesale,South,27121
752,Kirana,West,69807
753,Modern Trade,East,17326
754,Modern Trade,South,13911
755,Modern Trade,West,26783
756,Modern Trade,North,76413
757,Modern Trade,North,19090
758,Convenience,West,27054
759,Kirana,North,7570
760,Convenience,West,27957
761,Wholesale,East,39437
762,Modern Trade,West,10978
763,Kirana,East,69895
764,Modern Trade,South,39064
765,Kirana,West,21672
766,Convenience,South,39279
767,Kirana,North,47183
768,Wholesale,East,5514
769,Wholesale,West,40395
770,Kirana,South,74613
771,Kirana,East,17114
772,Kirana,East,22058
773,Kirana,North,25149
774,Wholesale,North,57459
775,Modern Trade,East,12856
776,Kirana,East,45645
777,Kirana,West,25529
778,Wholesale,East,97975
779,Wholesale,West,26730
780,Convenience,East,2681
781,Kirana,North,51825
782,Convenience,West,43998
783,Wholesale,South,37850
784,Wholesale,North,73249
785,Modern Trade,West,6457
786,Kirana,West,15002
787,Convenience,South,32153
788,Wholesale,West,36367
789,Wholesale,East,28659
790,Convenience,South,7692
791,Modern Trade,North,22237
792,Wholesale,North,93493
793,Kirana,East,12285
794,Wholesale,North,31611
795,Kirana,West,45766
796,Convenience,West,56311
797,Kirana,East,51651
798,Convenience,North,20918
799,Kirana,North,14944
800,Convenience,East,98488
801,Kirana,South,60154
802,Modern Trade,North,33936
803,Kirana,South,81800
804,Kirana,North,9428
805,Modern Trade,North,2794
806,Wholesale,North,36060
807,Wholesale,North,37340
808,Kirana,West,8562
809,Modern Trade,South,58668
810,Kirana,South,4455
811,Convenience,North,42040
812,Convenience,North,49122
813,Kirana,South,35741
814,Wholesale,West,7365
815,Wholesale,East,72727
816,Kirana,East,21503
817,Kirana,South,21560
818,Convenience,North,18166
819,Wholesale,North,52900
820,Kirana,West,20670
821,Convenience,East,11217
822,Wholesale,West,63414
823,Modern Trade,East,31037
824,Convenience,South,64929
825,Wholesale,East,32817
826,Wholesale,West,17123
827,Convenience,West,5306
828,Modern Trade,West,36175
829,Convenience,South,25192
830,Wholesale,East,54437
831,Kirana,East,19879
832,Kirana,West,42961
833,Convenience,East,31807
834,Wholesale,North,15841
835,Kirana,North,21225
836,Wholesale,North,9217
837,Convenience,East,103002
838,Kirana,South,42296
839,Wholesale,South,8605
840,Kirana,South,99558
841,Convenience,South,12127
842,Wholesale,North,19594
843,Kirana,North,26669
844,Convenience,West,32397
845,Kirana,East,53431
846,Kirana,East,3971
847,Modern Trade,South,32788
848,Modern Trade,North,25590
849,Convenience,South,36659
850,Modern Trade,West,24592
851,Convenience,East,22014
852,Modern Trade,East,29137
853,Kirana,South,95969
854,Convenience,West,22367
855,Convenience,East,70522
856,Kirana,West,35517
857,Convenience,West,34292
858,Convenience,South,36919
859,Modern Trade,North,45661
860,Convenience,South,23807
861,Wholesale,North,67281
862,Kirana,West,45742
863,Modern Trade,North,10053
864,Modern Trade,West,2714
865,Wholesale,East,94035
866,Kirana,East,37789
867,Kirana,East,8868
868,Modern Trade,South,22341
869,Convenience,South,60134
870,Modern Trade,West,27807
871,Kirana,East,29806
872,Wholesale,South,52655
873,Modern Trade,East,40471
874,Kirana,South,48133
875,Modern Trade,North,52269
876,Convenience,North,17545
877,Modern Trade,East,19004
878,Modern Trade,West,15751
879,Kirana,South,19904
880,Kirana,South,28916
881,Kirana,North,30573
882,Modern Trade,North,80143
883,Convenience,West,39069
884,Wholesale,West,29361
885,Wholesale,West,12831
886,Kirana,East,25010
887,Kirana,North,98736
888,Modern Trade,East,97713
889,Wholesale,North,24764
890,Kirana,North,6125
891,Convenience,South,22176
892,Convenience,North,80726
893,Kirana,North,29072
894,Kirana,East,52693
895,Wholesale,North,31719
896,Wholesale,East,8153
897,Modern Trade,West,32585
898,Wholesale,North,57619
899,Convenience,North,19669
900,Convenience,East,56579
901,Kirana,West,34153
902,Wholesale,South,54514
903,Modern Trade,West,40894
904,Convenience,East,13632
905,Convenience,West,25215
906,Modern Trade,East,24568
907,Modern Trade,East,18887
908,Convenience,South,38580
909,Convenience,North,110409
910,Modern Trade,East,67341
911,Convenience,East,73479
912,Kirana,South,17917
913,Kirana,East,74297
914,Modern Trade,North,91019
915,Wholesale,South,17412
916,Modern Trade,North,44222
917,Modern Trade,North,45062
918,Wholesale,South,26688
919,Wholesale,East,36348
920,Wholesale,North,46644
921,Kirana,North,28110
922,Convenience,North,65188
923,Kirana,North,10108
924,Convenience,South,24483
925,Kirana,South,53427
926,Convenience,West,102911
927,Kirana,West,67984
928,Wholesale,North,35797
929,Modern Trade,East,29172
930,Kirana,North,25604
931,Convenience,East,25726
932,Wholesale,North,5265
933,Kirana,West,100166
934,Kirana,West,30878
935,Wholesale,East,16474
936,Kirana,North,43730
937,Modern Trade,East,17636
938,Kirana,West,61020
939,Modern Trade,North,16935
940,Modern Trade,North,55124
941,Wholesale,East,25308
942,Kirana,South,39678
943,Wholesale,East,58040
944,Kirana,West,20873
945,Kirana,West,57078
946,Convenience,West,5545
947,Kirana,West,86431
948,Wholesale,West,63917
949,Modern Trade,South,30066
950,Kirana,North,71775
951,Convenience,East,66815
952,Wholesale,East,32201
953,Kirana,West,31939
954,Wholesale,East,14739
955,Convenience,West,33524
956,Convenience,South,7877
957,Wholesale,South,54652
958,Kirana,North,55470
959,Modern Trade,South,5645
960,Convenience,South,80998
961,Kirana,North,19369
962,Kirana,East,172363
963,Modern Trade,West,38190
964,Convenience,West,81524
965,Convenience,East,14312
966,Kirana,North,25264
967,Kirana,East,20785
968,Modern Trade,South,7725
969,Modern Trade,North,10141
970,Convenience,North,29175
971,Wholesale,North,42651
972,Convenience,West,12947
973,Kirana,East,24037
974,Convenience,North,17558
975,Wholesale,North,30696
976,Modern Trade,North,51791
977,Wholesale,East,34863
978,Wholesale,West,20046
979,Wholesale,South,65326
980,Modern Trade,West,41659
981,Wholesale,North,35631
982,Wholesale,West,13099
983,Wholesale,West,60708
984,Kirana,South,44703
985,Wholesale,East,46371
986,Modern Trade,East,27021
987,Wholesale,West,23339
988,Wholesale,West,100502
989,Modern Trade,East,23053
990,Wholesale,East,10777
991,Modern Trade,South,36966
992,Wholesale,North,31996
993,Modern Trade,West,67332
994,Wholesale,East,28654
995,Wholesale,West,50641
996,Kirana,West,84699
997,Kirana,East,42855
998,Wholesale,South,13712
999,Wholesale,West,43728
1000,Convenience,South,24372
1001,Modern Trade,East,38834
1002,Convenience,North,32178
1003,Kirana,North,10556
1004,Kirana,West,28529
1005,Kirana,East,13015
1006,Kirana,South,21655
1007,Wholesale,West,60572
1008,Kirana,East,34099
1009,Wholesale,East,48532
1010,Wholesale,South,36179
1011,Kirana,West,25760
1012,Kirana,East,38914
1013,Modern Trade,East,6532
1014,Convenience,East,54784
1015,Kirana,South,16071
1016,Modern Trade,West,46421
1017,Modern Trade,West,24961
1018,Convenience,West,10563
1019,Wholesale,West,18599
1020,Kirana,North,46591
1021,Convenience,North,122160
1022,Kirana,West,30647
1023,Modern Trade,South,112835
1024,Modern Trade,North,6513
1025,Wholesale,East,26506
1026,Modern Trade,North,30666
1027,Modern Trade,East,48316
1028,Convenience,West,19221
1029,Kirana,North,41552
1030,Kirana,South,27553
1031,Convenience,North,73903
1032,Wholesale,North,36990
1033,Kirana,North,163166
1034,Modern Trade,West,27725
1035,Kirana,South,70703
1036,Modern Trade,North,86146
1037,Wholesale,South,1705
1038,Convenience,West,54303
1039,Kirana,East,26943
1040,Convenience,North,12039
1041,Kirana,South,74772
1042,Modern Trade,South,20175
1043,Convenience,West,6097
1044,Kirana,North,37654
1045,Modern Trade,East,82323
1046,Convenience,South,12192
1047,Convenience,North,59326
1048,Kirana,East,4375
1049,Kirana,South,86266
1050,Kirana,South,43468
1051,Modern Trade,East,11000
1052,Kirana,East,55630
1053,Convenience,West,21145
1054,Convenience,North,14753
1055,Kirana,North,20762
1056,Kirana,West,51775
1057,Wholesale,South,13913
1058,Convenience,East,2575
1059,Modern Trade,East,21666
1060,Wholesale,East,76848
1061,Kirana,South,76157
1062,Kirana,East,20738
1063,Convenience,East,20121
1064,Kirana,West,19082
1065,Modern Trade,South,18369
1066,Convenience,North,19469
1067,Kirana,West,39007
1068,Convenience,West,78101
1069,Kirana,North,13892
1070,Kirana,West,16369
1071,Kirana,South,42336
1072,Modern Trade,East,53879
1073,Modern Trade,South,7875
1074,Convenience,North,97837
1075,Kirana,North,25072
1076,Kirana,West,8687
1077,Modern Trade,South,7472
1078,Kirana,South,6998
1079,Modern Trade,North,69782
1080,Kirana,South,34312
1081,Convenience,North,70217
1082,Kirana,South,29561
1083,Kirana,South,68882
1084,Wholesale,South,28989
1085,Modern Trade,North,48171
1086,Kirana,West,31144
1087,Kirana,South,27628
1088,Wholesale,North,15176
1089,Wholesale,North,52946
1090,Modern Trade,South,12247
